# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# 
# STN,YYYYMMDD,   HH,   FX,   RH
# 
  260,20191012,   15,   20,    4
  260,20191012,   16,   30,    2
  260,20191012,   17,   30,    2
  260,20191012,   18,   20,    4
  260,20191012,   19,   30,   -1
  260,20191012,   20,   30,   -1
  260,20191012,   21,   30,    1
  260,20191012,   22,   50,   -1
  260,20191012,   23,   40,    0
  260,20191012,   24,   30,    0
  260,20191013,    1,   30,    0
  260,20191013,    2,   20,    0
  260,20191013,    3,   20,    0
  260,20191013,    4,   30,    0
  260,20191013,    5,   40,    0
  260,20191013,    6,   40,    0
  260,20191013,    7,   50,    0
  260,20191013,    8,   60,    0
  260,20191013,    9,   80,    0
  260,20191013,   10,   80,   -1
  260,20191013,   11,   70,   -1
  260,20191013,   12,  100,    0
  260,20191013,   13,  100,    0
  260,20191013,   14,  110,    0
  260,20191013,   15,  110,    0
  260,20191013,   16,   90,    0
  260,20191013,   17,  120,   13
  260,20191013,   18,  150,   49
  260,20191013,   19,  110,   -1
  260,20191013,   20,   90,    0
  260,20191013,   21,   90,   -1
  260,20191013,   22,  100,    0
  260,20191013,   23,   80,    0
  260,20191013,   24,   60,    0
  260,20191014,    1,   60,    0
  260,20191014,    2,   40,    0
  260,20191014,    3,   30,    0
  260,20191014,    4,   30,    0
  260,20191014,    5,   20,    0
  260,20191014,    6,   20,    0
  260,20191014,    7,   20,    0
  260,20191014,    8,   20,    0
  260,20191014,    9,   40,    0
  260,20191014,   10,   50,    0
  260,20191014,   11,   50,    4
  260,20191014,   12,   50,   10
  260,20191014,   13,   60,    0
  260,20191014,   14,   80,    0
  260,20191014,   15,   60,    0
  260,20191014,   16,   40,    0
  260,20191014,   17,   40,    0
  260,20191014,   18,   40,    0
  260,20191014,   19,   50,    0
  260,20191014,   20,   60,    0
  260,20191014,   21,   50,    0
  260,20191014,   22,   60,    1
  260,20191014,   23,   50,    0
  260,20191014,   24,   60,    0
  260,20191015,    1,   50,    0
  260,20191015,    2,   70,    0
  260,20191015,    3,   80,    0
  260,20191015,    4,   70,    0
  260,20191015,    5,   40,    0
  260,20191015,    6,   50,    0
  260,20191015,    7,   50,   -1
  260,20191015,    8,   50,   -1
  260,20191015,    9,   60,   -1
  260,20191015,   10,   50,   -1
  260,20191015,   11,   70,    0
  260,20191015,   12,   60,    0
  260,20191015,   13,   60,    0
  260,20191015,   14,   60,    0
  260,20191015,   15,   60,    0
  260,20191015,   16,   50,    2
  260,20191015,   17,   40,   -1
  260,20191015,   18,   40,   -1
  260,20191015,   19,   50,    1
  260,20191015,   20,   50,    1
  260,20191015,   21,  100,    0
  260,20191015,   22,   80,    0
  260,20191015,   23,   50,    0
  260,20191015,   24,   40,    0
  260,20191016,    1,   40,    0
  260,20191016,    2,   50,    0
  260,20191016,    3,   50,    1
  260,20191016,    4,   60,   -1
  260,20191016,    5,   50,    0
  260,20191016,    6,   60,    0
  260,20191016,    7,   60,    0
  260,20191016,    8,   70,    0
  260,20191016,    9,   80,    0
  260,20191016,   10,   80,    0
  260,20191016,   11,   90,    0
  260,20191016,   12,  100,    0
  260,20191016,   13,   90,    0
  260,20191016,   14,   80,    0
  260,20191016,   15,   80,   -1
  260,20191016,   16,   80,    2
  260,20191016,   17,   80,   11
  260,20191016,   18,   70,   13
  260,20191016,   19,   80,   12
  260,20191016,   20,   90,   24
  260,20191016,   21,   80,    6
  260,20191016,   22,   80,    2
  260,20191016,   23,   80,   12
  260,20191016,   24,   80,    4
  260,20191017,    1,   80,    4
  260,20191017,    2,   70,    1
  260,20191017,    3,   70,    3
  260,20191017,    4,   70,    1
  260,20191017,    5,   50,    0
  260,20191017,    6,   40,    1
  260,20191017,    7,   30,    0
  260,20191017,    8,   50,    0
  260,20191017,    9,   50,    0
  260,20191017,   10,   50,    0
  260,20191017,   11,   70,    0
  260,20191017,   12,   70,    0
  260,20191017,   13,   80,    0
  260,20191017,   14,   70,    0
  260,20191017,   15,   60,    0
  260,20191017,   16,   50,    0
  260,20191017,   17,   40,    0
  260,20191017,   18,   30,    0
  260,20191017,   19,   40,    0
  260,20191017,   20,   30,    0
  260,20191017,   21,   60,    0
  260,20191017,   22,   60,    0
  260,20191017,   23,   50,    0
  260,20191017,   24,   50,    0
  260,20191018,    1,   50,   -1
  260,20191018,    2,   50,    0
  260,20191018,    3,   60,   -1
  260,20191018,    4,   50,    1
  260,20191018,    5,   60,    0
  260,20191018,    6,   70,   -1
  260,20191018,    7,   70,    0
  260,20191018,    8,   90,    0
  260,20191018,    9,  120,   -1
  260,20191018,   10,  130,    2
  260,20191018,   11,  160,   -1
  260,20191018,   12,  160,    0
  260,20191018,   13,  170,    0
  260,20191018,   14,  170,    0
  260,20191018,   15,  140,    0
  260,20191018,   16,  150,    0
  260,20191018,   17,  130,   -1
  260,20191018,   18,  130,   -1
  260,20191018,   19,  100,    0
  260,20191018,   20,  120,    0
  260,20191018,   21,  110,    0
  260,20191018,   22,   90,    0
  260,20191018,   23,   70,    0
  260,20191018,   24,   70,    0
  260,20191019,    1,   70,    0
  260,20191019,    2,   70,    0
  260,20191019,    3,   90,    0
  260,20191019,    4,   90,    0
  260,20191019,    5,   70,    0
  260,20191019,    6,   90,   -1
  260,20191019,    7,   80,    6
  260,20191019,    8,   70,    2
  260,20191019,    9,   70,    5
  260,20191019,   10,   70,    0
  260,20191019,   11,   90,    0
  260,20191019,   12,   90,    0
  260,20191019,   13,   80,    0
  260,20191019,   14,   90,    0
  260,20191019,   15,   90,    0
  260,20191019,   16,   70,    0
  260,20191019,   17,   70,    0
  260,20191019,   18,   50,    0
  260,20191019,   19,   50,    0
  260,20191019,   20,   50,    0
  260,20191019,   21,   60,    0
  260,20191019,   22,   50,    0
  260,20191019,   23,   60,    0
  260,20191019,   24,   50,    0
  260,20191020,    1,   40,    0
  260,20191020,    2,   40,    0
  260,20191020,    3,   40,    0
  260,20191020,    4,   30,    0
  260,20191020,    5,   20,    0
  260,20191020,    6,   20,    0
  260,20191020,    7,   20,    0
  260,20191020,    8,   30,    0
  260,20191020,    9,   30,    0
  260,20191020,   10,   30,    0
  260,20191020,   11,   20,    0
  260,20191020,   12,   20,    0
  260,20191020,   13,   20,    0
  260,20191020,   14,   30,    0
  260,20191020,   15,   30,    0
  260,20191020,   16,   30,    0
  260,20191020,   17,   20,    0
  260,20191020,   18,   20,    0
  260,20191020,   19,   40,    0
  260,20191020,   20,   40,    0
  260,20191020,   21,   40,    0
  260,20191020,   22,   40,    0
  260,20191020,   23,   60,    0
  260,20191020,   24,   60,   -1
  260,20191021,    1,   70,   -1
  260,20191021,    2,   60,   -1
  260,20191021,    3,   60,    2
  260,20191021,    4,   70,    2
  260,20191021,    5,   70,    8
  260,20191021,    6,   60,    9
  260,20191021,    7,   40,   48
  260,20191021,    8,   30,    3
  260,20191021,    9,   40,    0
  260,20191021,   10,   30,    0
  260,20191021,   11,   50,    0
  260,20191021,   12,   80,    0
  260,20191021,   13,   80,    0
  260,20191021,   14,   70,    0
  260,20191021,   15,   70,    0
  260,20191021,   16,   60,    0
  260,20191021,   17,   70,    0
  260,20191021,   18,   50,    0
  260,20191021,   19,   60,   -1
  260,20191021,   20,   70,   -1
  260,20191021,   21,   50,    0
  260,20191021,   22,   40,    0
  260,20191021,   23,   50,    0
  260,20191021,   24,   50,    0
  260,20191022,    1,   40,    0
  260,20191022,    2,   50,    0
  260,20191022,    3,   50,    0
  260,20191022,    4,   50,    0
  260,20191022,    5,   50,    0
  260,20191022,    6,   60,    0
  260,20191022,    7,   60,    0
  260,20191022,    8,   50,    0
  260,20191022,    9,   40,    0
  260,20191022,   10,   50,    0
  260,20191022,   11,   50,   -1
  260,20191022,   12,   80,    0
  260,20191022,   13,   70,   -1
  260,20191022,   14,   50,    0
  260,20191022,   15,   50,    0
  260,20191022,   16,   50,   -1
  260,20191022,   17,   40,    0
  260,20191022,   18,   20,    0
  260,20191022,   19,   10,    0
  260,20191022,   20,   10,    0
  260,20191022,   21,   10,    0
  260,20191022,   22,   10,    0
  260,20191022,   23,   10,    0
  260,20191022,   24,   10,    0
  260,20191023,    1,   10,    0
  260,20191023,    2,   10,    0
  260,20191023,    3,   10,    0
  260,20191023,    4,   10,    0
  260,20191023,    5,   20,    0
  260,20191023,    6,   20,    0
  260,20191023,    7,   10,   -1
  260,20191023,    8,   30,    1
  260,20191023,    9,   40,   -1
  260,20191023,   10,   50,    0
  260,20191023,   11,   60,    0
  260,20191023,   12,   60,    0
  260,20191023,   13,   70,    0
  260,20191023,   14,   60,    0
  260,20191023,   15,   70,    0
  260,20191023,   16,   60,    0
  260,20191023,   17,   50,    0
  260,20191023,   18,   40,    0
  260,20191023,   19,   30,    0
  260,20191023,   20,   30,    0
  260,20191023,   21,   40,   -1
  260,20191023,   22,   30,    0
  260,20191023,   23,   40,    0
  260,20191023,   24,   40,    0
  260,20191024,    1,   40,    0
  260,20191024,    2,   40,    0
  260,20191024,    3,   50,    0
  260,20191024,    4,   60,   -1
  260,20191024,    5,   50,    0
  260,20191024,    6,   40,    0
  260,20191024,    7,   60,    0
  260,20191024,    8,   60,    0
  260,20191024,    9,   50,    0
  260,20191024,   10,   50,    0
  260,20191024,   11,   50,   -1
  260,20191024,   12,  100,   -1
  260,20191024,   13,   90,    0
  260,20191024,   14,  110,    0
  260,20191024,   15,  130,    0
  260,20191024,   16,  120,    0
  260,20191024,   17,  100,    0
  260,20191024,   18,   90,    0
  260,20191024,   19,  110,    0
  260,20191024,   20,  170,    8
  260,20191024,   21,   90,    0
  260,20191024,   22,   80,    0
  260,20191024,   23,   70,   -1
  260,20191024,   24,   80,    0
  260,20191025,    1,   90,   -1
  260,20191025,    2,   80,    0
  260,20191025,    3,   80,    0
  260,20191025,    4,   70,    0
  260,20191025,    5,   70,    0
  260,20191025,    6,   70,    0
  260,20191025,    7,   80,    0
  260,20191025,    8,   90,    0
  260,20191025,    9,  100,    0
  260,20191025,   10,  120,    0
  260,20191025,   11,  100,    0
  260,20191025,   12,  110,    0
  260,20191025,   13,  100,    0
  260,20191025,   14,  110,    0
  260,20191025,   15,  110,    0
  260,20191025,   16,  100,    0
  260,20191025,   17,  100,    0
  260,20191025,   18,  110,    0
  260,20191025,   19,  120,    0
  260,20191025,   20,  120,    0
  260,20191025,   21,  110,    0
  260,20191025,   22,  120,    0
  260,20191025,   23,  140,    0
  260,20191025,   24,  120,    0
  260,20191026,    1,  110,    0
  260,20191026,    2,  120,    0
  260,20191026,    3,  130,    0
  260,20191026,    4,  120,    0
  260,20191026,    5,  130,    0
  260,20191026,    6,  120,    0
  260,20191026,    7,  100,    0
  260,20191026,    8,  100,    0
  260,20191026,    9,  130,    0
  260,20191026,   10,  130,    0
  260,20191026,   11,  130,    0
  260,20191026,   12,  120,    0
  260,20191026,   13,  120,    0
  260,20191026,   14,  120,    0
  260,20191026,   15,  130,    0
  260,20191026,   16,  120,    0
  260,20191026,   17,  100,    0
  260,20191026,   18,  100,    0
  260,20191026,   19,  110,   -1
  260,20191026,   20,  120,    0
  260,20191026,   21,  110,   -1
  260,20191026,   22,  120,    1
  260,20191026,   23,  130,   16
  260,20191026,   24,   90,    5
  260,20191027,    1,   90,    3
  260,20191027,    2,   80,    0
  260,20191027,    3,   50,    0
  260,20191027,    4,   60,    0
  260,20191027,    5,   60,    0
  260,20191027,    6,   40,    0
  260,20191027,    7,   50,    0
  260,20191027,    8,   60,    0
  260,20191027,    9,   50,    0
  260,20191027,   10,   70,    0
  260,20191027,   11,   70,    0
  260,20191027,   12,   80,    0
  260,20191027,   13,   70,    0
  260,20191027,   14,   70,    0
  260,20191027,   15,   60,    0
  260,20191027,   16,   80,    0
  260,20191027,   17,   50,    0
  260,20191027,   18,   40,    0
  260,20191027,   19,   40,    0
  260,20191027,   20,   40,    0
  260,20191027,   21,   30,    0
  260,20191027,   22,   30,    0
  260,20191027,   23,   20,    0
  260,20191027,   24,   30,    0
  260,20191028,    1,   20,    0
  260,20191028,    2,   20,    0
  260,20191028,    3,   30,    0
  260,20191028,    4,   20,    0
  260,20191028,    5,   10,    0
  260,20191028,    6,   20,    0
  260,20191028,    7,   20,    0
  260,20191028,    8,   20,    0
  260,20191028,    9,   20,    0
  260,20191028,   10,   50,    0
  260,20191028,   11,   50,   -1
  260,20191028,   12,   40,    0
  260,20191028,   13,   50,    0
  260,20191028,   14,   80,   -1
  260,20191028,   15,   40,    0
  260,20191028,   16,   30,    0
  260,20191028,   17,   30,    0
  260,20191028,   18,   20,    0
  260,20191028,   19,   10,    0
  260,20191028,   20,   10,    0
  260,20191028,   21,   10,    0
  260,20191028,   22,   10,    0
  260,20191028,   23,   20,    0
  260,20191028,   24,   20,    0
  260,20191029,    1,   10,    0
  260,20191029,    2,   20,    0
  260,20191029,    3,   20,    0
  260,20191029,    4,   30,    0
  260,20191029,    5,   30,    0
  260,20191029,    6,   10,    0
  260,20191029,    7,   10,    0
  260,20191029,    8,   10,    0
  260,20191029,    9,   40,    0
  260,20191029,   10,   50,    0
  260,20191029,   11,   60,    0
  260,20191029,   12,   70,    0
  260,20191029,   13,   60,    0
  260,20191029,   14,   80,    0
  260,20191029,   15,   50,    0
  260,20191029,   16,   60,    0
  260,20191029,   17,   40,    0
  260,20191029,   18,   30,    0
  260,20191029,   19,   40,    0
  260,20191029,   20,   30,    0
  260,20191029,   21,   40,    0
  260,20191029,   22,   30,    0
  260,20191029,   23,   30,    0
  260,20191029,   24,   30,    0
  260,20191030,    1,   30,    0
  260,20191030,    2,   30,    0
  260,20191030,    3,   30,    0
  260,20191030,    4,   40,    0
  260,20191030,    5,   30,    0
  260,20191030,    6,   30,    0
  260,20191030,    7,   30,    0
  260,20191030,    8,   30,    0
  260,20191030,    9,   40,    0
  260,20191030,   10,   60,    0
  260,20191030,   11,   70,    0
  260,20191030,   12,   90,    0
  260,20191030,   13,   90,    0
  260,20191030,   14,   90,    0
  260,20191030,   15,   80,    0
  260,20191030,   16,   70,    0
  260,20191030,   17,   40,    0
  260,20191030,   18,   40,    0
  260,20191030,   19,   50,    0
  260,20191030,   20,   40,    0
  260,20191030,   21,   50,    0
  260,20191030,   22,   50,    0
  260,20191030,   23,   50,    0
  260,20191030,   24,   40,    0
  260,20191031,    1,   40,    0
  260,20191031,    2,   40,    0
  260,20191031,    3,   40,    0
  260,20191031,    4,   40,    0
  260,20191031,    5,   40,    0
  260,20191031,    6,   40,    0
  260,20191031,    7,   50,    0
  260,20191031,    8,   40,    0
  260,20191031,    9,   60,    0
  260,20191031,   10,   70,    0
  260,20191031,   11,   60,    0
  260,20191031,   12,   60,    0
  260,20191031,   13,   70,    0
  260,20191031,   14,   80,    0
  260,20191031,   15,   70,    0
  260,20191031,   16,   60,    0
  260,20191031,   17,   40,    0
  260,20191031,   18,   30,    0
  260,20191031,   19,   40,    0
  260,20191031,   20,   40,    0
  260,20191031,   21,   40,    0
  260,20191031,   22,   40,    0
  260,20191031,   23,   30,    0
  260,20191031,   24,   30,    0
